data_publicacao;uf;municipio;orgao;modalidade;itens_servidor;valor_estimado;no_grupo_1bit;numero_controle_pncp;link_pncp;link_portal_origem
2024-12-11;SP;Mogi Das Cruzes;Servico Municipal De Aguas E Esgotos;Pregão - Eletrônico;1;104446,66;nao;52561214000130-1-000313/2024;https://pncp.gov.br/app/editais/52561214000130/2024/313;
2024-12-10;SP;Mogi Das Cruzes;Servico Municipal De Aguas E Esgotos;Pregão - Eletrônico;1;104446,66;nao;52561214000130-1-000307/2024;https://pncp.gov.br/app/editais/52561214000130/2024/307;
2024-12-10;AL;Quebrangulo;Municipio De Quebrangulo;Pregão - Eletrônico;2;;nao;12241675000101-1-000038/2024;https://pncp.gov.br/app/editais/12241675000101/2024/38;https://bnccompras.com/Process/ProcessView?param1=[gkz]B1NlU5wUwFxbjkPpZ11JiGomK/hyXogZ09Q5ih3rpy/4B85X1ngVAlcaIawdzMojulMugJXWJuuQRJC3F/9L4hJ2rnwaQ7wFDd4LpoAAsSQ=
2024-12-06;MG;Piumhi;Camara Municipal De Piumhi;Pregão - Eletrônico;1;66155,97;nao;04889589000181-1-000036/2024;https://pncp.gov.br/app/editais/04889589000181/2024/36;https://portal.licitanet.com.br/acesso-visitante/WkpTbG01S2s=
2024-12-03;RS;Ronda Alta;Municipio De Ronda Alta;Dispensa;1;4090,00;sim;87711503000153-1-000170/2024;https://pncp.gov.br/app/editais/87711503000153/2024/170;
2024-11-22;MG;Congonhas Do Norte;Municipio De Congonhas Do Norte;Pregão - Eletrônico;1;;sim;18303180000146-1-000047/2024;https://pncp.gov.br/app/editais/18303180000146/2024/47;
2024-11-21;SP;Coronel Macedo;Municipio De Coronel Macedo;Dispensa;1;22754,43;nao;46634192000199-1-000120/2024;https://pncp.gov.br/app/editais/46634192000199/2024/120;https://bllcompras.com/Process/ProcessView?param1=[gkz]wt815KWXv0aEZwznG8bOpGXIB9BYIGeX3_Iy5bQkEUfvdEUgpSxxUn_WtuLSQve2ZgQqbsSHjgp3yEUaxmShbSMgS3yCnYrCBp4OTArwsSI=
2024-11-06;AC;Rio Branco;Estado Do Acre;Pregão - Eletrônico;1;418345,92;nao;63606479000124-1-000970/2024;https://pncp.gov.br/app/editais/63606479000124/2024/970;
2024-10-31;GO;Cachoeira Dourada;Fundo Municipal De Saude De Cachoeira Dourada Goias;Dispensa;1;4149,99;nao;07445626000150-1-000063/2024;https://pncp.gov.br/app/editais/07445626000150/2024/63;https://cachoeiradourada.go.gov.br/portal/#
2024-10-31;CE;Santana Do Acaraú;Municipio De Santana Do Acarau - Camara Municipal;Dispensa;1;18666,67;nao;10380103000188-1-000031/2024;https://pncp.gov.br/app/editais/10380103000188/2024/31;http://compras.m2atecnologia.com.br/processos/publicacao/66a2403385814b69a1a233c4dbe5b499/aquisicao-de-servidor-com-processador-i7-12700-21
2024-10-31;RJ;Rio De Janeiro;Comando Da Marinha;Dispensa;1;41200,00;nao;00394502000144-1-015076/2024;https://pncp.gov.br/app/editais/00394502000144/2024/15076;
2024-10-30;CE;Fortaleza;Departamento Nacional De Obras Contra As Secas;Dispensa;1;54700,00;nao;00043711000143-1-000074/2024;https://pncp.gov.br/app/editais/00043711000143/2024/74;
2024-10-30;AL;Coqueiro Seco;Municipio De Coqueiro Seco;Pregão - Eletrônico;1;;sim;12200325000105-1-000027/2024;https://pncp.gov.br/app/editais/12200325000105/2024/27;https://bnccompras.com/Process/ProcessView?param1=[gkz]zC0aEfEw87WnjHY3eDRqBPtoyEXBGRSeB1d8twpF3rHgLc7k3zYmfHnGvFRzcjfgS82rYueTU3l9mz17XgMA7C1Bq4NRTGGKbjgJkZJLMUg=
2024-10-30;MG;Dom Joaquim;Municipio De Dom Joaquim;Pregão - Eletrônico;1;18244,45;nao;18303198000148-1-000060/2024;https://pncp.gov.br/app/editais/18303198000148/2024/60;https://pncp.gov.br
2024-10-20;MG;Martinho Campos;Camara Municipal De Martinho Campos;Dispensa;1;7632,00;nao;23896970000112-1-000023/2024;https://pncp.gov.br/app/editais/23896970000112/2024/23;
2024-10-16;GO;Itauçu;Fundo Municipal De Saude;Dispensa;2;412,62;nao;07804588000185-1-000010/2024;https://pncp.gov.br/app/editais/07804588000185/2024/10;
2024-10-15;PB;Picuí;Municipio De Picui;Pregão - Eletrônico;1;959,34;nao;08741399000173-1-000124/2024;https://pncp.gov.br/app/editais/08741399000173/2024/124;http://www.licitapicui.com.br
2024-10-14;MA;Senador La Rocque;Municipio De Senador La Rocque;Dispensa;1;4632,00;nao;01598970000101-1-000044/2024;https://pncp.gov.br/app/editais/01598970000101/2024/44;
2024-10-14;SP;Américo Brasiliense;Camara Municipal De Americo Brasiliense;Dispensa;1;5398,50;nao;50513589000108-1-000062/2024;https://pncp.gov.br/app/editais/50513589000108/2024/62;
2024-10-12;AP;Macapá;Instituto De Hematologia E Hemoterapia Do Amapa;Pregão - Eletrônico;1;30725,77;nao;01762561000190-1-000022/2024;https://pncp.gov.br/app/editais/01762561000190/2024/22;
2024-10-11;AP;Macapá;Instituto De Hematologia E Hemoterapia Do Amapa;Pregão - Eletrônico;1;30725,77;nao;01762561000190-1-000021/2024;https://pncp.gov.br/app/editais/01762561000190/2024/21;
2024-10-11;SC;Camboriú;Fundo Municipal De Educacao De Camboriu;Pregão - Eletrônico;1;35439,00;nao;30753994000188-1-000127/2024;https://pncp.gov.br/app/editais/30753994000188/2024/127;
2024-10-11;MG;Ibiá;Municipio De Ibia;Dispensa;1;;sim;18584961000156-1-000101/2024;https://pncp.gov.br/app/editais/18584961000156/2024/101;https://portal.licitanet.com.br/acesso-visitante/WkpTZ2w1S3A=
2024-10-09;GO;Formoso;Fundo Municipal De Saude;Dispensa;1;6750,00;nao;11661424000113-1-000064/2024;https://pncp.gov.br/app/editais/11661424000113/2024/64;
2024-10-08;MG;Alto Jequitibá;Camara Municipal De Alto Jequitiba -Mg;Dispensa;1;975,65;nao;00395170000112-1-000008/2024;https://pncp.gov.br/app/editais/00395170000112/2024/8;
2024-10-04;GO;Hidrolândia;Municipio De Hidrolandia;Pregão - Eletrônico;1;15063,00;nao;01105329000180-1-000149/2024;https://pncp.gov.br/app/editais/01105329000180/2024/149;https://bnccompras.com/Process/ProcessView?param1=[gkz]VGcSnKs8PDj5xWsQ17IDqQ9BchZT0jWHKNviLCoGtcUCGiwnsWNYBy4w3xeSczpwFJm4j5VgmyLMG980Gn/KndHJthNbn9L55so9JL1lAwY=
2024-10-04;SP;Votuporanga;Municipio De Votuporanga;Pregão - Eletrônico;1;57264,92;nao;46599809000182-1-000371/2024;https://pncp.gov.br/app/editais/46599809000182/2024/371;https://bllcompras.com/Process/ProcessView?param1=[gkz]G5i7IJ2ReD73aDqAmITC_BQh1FmLRNkr/ZYFhGOPuBDr8kirmZBNvcpPSi5XvelHm1H8m55b22JyI3JR9vT5Rvmn5vwqmkQDscNSKbXR7u8=
2024-10-03;RJ;Resende;Agencia De Saneamento Basico Do Municipio De Resende Sanear;Dispensa;1;7200,00;nao;39750948000108-1-000014/2024;https://pncp.gov.br/app/editais/39750948000108/2024/14;
2024-10-02;SE;Aracaju;Secretaria De Estado De Politicas Para As Mulheres - Spm;Dispensa;1;;nao;54127680000138-1-000017/2024;https://pncp.gov.br/app/editais/54127680000138/2024/17;https://sistema.comprasnet.se.gov.br/publico/WKF.aspx?code=SPM-DE0281/2024&validation=43452
2024-10-01;RS;Santa Cruz Do Sul;Municipio De Santa Cruz Do Sul;Pregão - Eletrônico;1;;nao;95440517000108-1-000527/2024;https://pncp.gov.br/app/editais/95440517000108/2024/527;
2024-09-30;MT;Juína;Municipio De Juina;Pregão - Eletrônico;1;2445,00;nao;15359201000157-1-000115/2024;https://pncp.gov.br/app/editais/15359201000157/2024/115;https://transparencia.juina.mt.gov.br/prefjuinamt/licitacoes/licitacao?id=4366
2024-09-30;MA;São Luís;Estado Do Maranhao - Secretaria De Transparencia E Controle;Pregão - Eletrônico;1;79060,69;nao;21853640000114-1-000009/2024;https://pncp.gov.br/app/editais/21853640000114/2024/9;
2024-09-30;RS;Lajeado;Instituto Federal De Educacao, Ciencia E Tecnologia Sul-Rio-Grandense ;Dispensa;2;107266,00;nao;10729992000146-1-000161/2024;https://pncp.gov.br/app/editais/10729992000146/2024/161;
2024-09-27;BA;Salvador;Estado Da Bahia;Pregão - Eletrônico;1;281660,64;nao;13937032000160-1-001681/2024;https://pncp.gov.br/app/editais/13937032000160/2024/1681;https://licitacoes-e2.bb.com.br/aop-inter-estatico/visualizar-processo-publico/1056433
2024-09-27;PR;Atalaia;Municipio De Atalaia;Pregão - Eletrônico;1;51365,00;sim;75731018000162-1-000038/2024;https://pncp.gov.br/app/editais/75731018000162/2024/38;https://bllcompras.com/Process/ProcessView?param1=[gkz]mTz4RzpRRxXIzfMObnshkMP8MTmv3saBrSQiUIY5O3IOLCkbz5SDGRQS0lp45RRd1qbJNBYWqp5gCtGbzjE2_u8TuKdxGNiVoYTaO7wLGRw=
2024-09-27;PI;Fronteiras;Municipio De Fronteiras;Dispensa;1;2675,00;nao;06553721000105-1-000007/2024;https://pncp.gov.br/app/editais/06553721000105/2024/7;https://portaldecompraspublicas.com.br/processos/PI/PREFEITURA-MUNICIPAL-DE-FRONTEIRAS-2233/DE-006-2024-2024-339007
2024-09-26;PB;Campina Grande;Fundo Municipal De Saude De Campina Grande;Dispensa;1;43500,00;nao;24513574000121-1-000429/2024;https://pncp.gov.br/app/editais/24513574000121/2024/429;
2024-09-24;CE;Fortaleza;Estado Do Ceara;Pregão - Eletrônico;3;;nao;07954480000179-1-016734/2024;https://pncp.gov.br/app/editais/07954480000179/2024/16734;http://comprasgovernamentais.gov.br/
2024-09-24;RN;Jundiá;Municipio De Jundia;Pregão - Eletrônico;1;30928,24;nao;04214217000155-1-000059/2024;https://pncp.gov.br/app/editais/04214217000155/2024/59;
2024-09-24;RJ;Barra Mansa;Municipio De Barra Mansa;Pregão - Eletrônico;1;22921,49;nao;28695658000184-1-000119/2024;https://pncp.gov.br/app/editais/28695658000184/2024/119;https://www.gp.srv.br/transparencia_barramansa/servlet/licitacoes_v2?1
2024-09-23;MG;Abaeté;Municipio De Abaete;Dispensa;1;931,56;nao;18296632000100-1-000078/2024;https://pncp.gov.br/app/editais/18296632000100/2024/78;
2024-09-20;MG;Alfenas;Municipio De Alfenas;Pregão - Presencial;1;;sim;18243220000101-1-000170/2024;https://pncp.gov.br/app/editais/18243220000101/2024/170;
2024-09-19;MS;Campo Grande;Fundacao Universidade Estadual De Mato Grosso Do Sul;Pregão - Eletrônico;2;334407,76;nao;86891363000180-1-000093/2024;https://pncp.gov.br/app/editais/86891363000180/2024/93;
2024-09-19;BA;Iraquara;Municipio De Iraquara;Pregão - Eletrônico;3;62431,50;nao;13922596000129-1-000046/2024;https://pncp.gov.br/app/editais/13922596000129/2024/46;https://bnccompras.com/Process/ProcessView?param1=[gkz]b8/SEBoiW/LjHPFmckreyXbfscal3DB6cRvJosiVeAI7Q8bSF37QwCoKBvB_OOW7uVtXnnYIabacHtRbAOAvIJw1/OPrg/I9IUpp3C7YxT4=
2024-09-19;RS;Estação;Municipio De Estacao;Pregão - Eletrônico;1;59970,00;nao;92406248000175-1-000214/2024;https://pncp.gov.br/app/editais/92406248000175/2024/214;
2024-09-19;SC;São Martinho;Fundo Municipal De Saude De Sao Martinho;Dispensa;1;6900,00;nao;12334083000134-1-000005/2024;https://pncp.gov.br/app/editais/12334083000134/2024/5;
2024-09-18;MG;Goiabeira;Municipio De Goiabeira;Pregão - Eletrônico;1;32498,70;nao;01615421000190-1-000021/2024;https://pncp.gov.br/app/editais/01615421000190/2024/21;
2024-09-18;MG;Dom Joaquim;Municipio De Dom Joaquim;Pregão - Eletrônico;1;26044,45;nao;18303198000148-1-000054/2024;https://pncp.gov.br/app/editais/18303198000148/2024/54;https://www.gov.br/pncp/pt-br
2024-09-17;SP;Indaiatuba;Municipio De Indaiatuba;Pregão - Eletrônico;1;237666,67;nao;44733608000109-1-000685/2024;https://pncp.gov.br/app/editais/44733608000109/2024/685;
2024-09-17;RN;Jundiá;Municipio De Jundia;Pregão - Eletrônico;1;30928,24;nao;04214217000155-1-000047/2024;https://pncp.gov.br/app/editais/04214217000155/2024/47;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Jundia-1314/RPE-016-2024-2024-336432
2024-09-13;SP;Cubatão;Camara Municipal De Cubatao;Pregão - Eletrônico;1;2533,96;nao;51642635000123-1-000007/2024;https://pncp.gov.br/app/editais/51642635000123/2024/7;https://bllcompras.com/Process/ProcessView?param1=[gkz]SlRV1hNUzj7HoE3oG/5dOuz3n8IGq5NqMD8O6AeYOEVOJzE1Cz87BRR4DTuVApA7Ibt_Ure1P_1wFqEVks1OvzRIOOPPJD60dH8r6APBPvI=
2024-09-13;MG;Soledade De Minas;Municipio De Soledade De Minas;Pregão - Eletrônico;1;4901,16;nao;18188235000114-1-000060/2024;https://pncp.gov.br/app/editais/18188235000114/2024/60;
2024-09-13;RS;Estância Velha;Municipio De Estancia Velha;Pregão - Eletrônico;1;169750,00;nao;88254883000107-1-000185/2024;https://pncp.gov.br/app/editais/88254883000107/2024/185;https://portaldecompraspublicas.com.br/processos/RS/Prefeitura-Municipal-de-Estancia-Velha-2394/RPE-047-2024-2024-335274
2024-09-13;AM;Manaus;Fundo Para Financiamento Da Modern. Fazendaria Do Estado Do Amazonas;Pregão - Eletrônico;6;2326348,82;nao;07810893000180-1-000006/2024;https://pncp.gov.br/app/editais/07810893000180/2024/6;https://www.e-compras.am.gov.br/publico/licitacoes_detalhes.asp?ident=244401
2024-09-13;ES;Piúma;Municipio De Piuma;Pregão - Eletrônico;2;9836,47;nao;27165695000118-1-000153/2024;https://pncp.gov.br/app/editais/27165695000118/2024/153;
2024-09-13;PR;Goioxim;Municipio De Goioxim;Dispensa;1;10130,00;sim;01607627000178-1-000110/2024;https://pncp.gov.br/app/editais/01607627000178/2024/110;https://portal.licitanet.com.br/acesso-visitante/WkpPbm1wQ20=
2024-09-06;SC;Ponte Alta Do Norte;Municipio De Ponte Alta Do Norte;Pregão - Eletrônico;1;1353,00;nao;95991287000175-1-000073/2024;https://pncp.gov.br/app/editais/95991287000175/2024/73;https://bllcompras.com/Process/ProcessView?param1=[gkz]KZdS7B4eG5WcHVGA/sh1PUVJsPgU8IqFY6jrezK6M3zN3JhVN5H2VQ/fAaDEg4AdfqcCRD9W7Mvy_UmivKgSF/2WAv3oWZ4NLfVz2ab3XuI=
2024-09-06;GO;Aparecida De Goiânia;Municipio De Aparecida De Goiania;Pregão - Eletrônico;1;1879601,13;nao;01005727000124-1-000239/2024;https://pncp.gov.br/app/editais/01005727000124/2024/239;
2024-09-05;MG;Córrego Fundo;Municipio De Corrego Fundo;Pregão - Eletrônico;1;24500,00;nao;01614862000177-1-000045/2024;https://pncp.gov.br/app/editais/01614862000177/2024/45;https://portal.licitanet.com.br/acesso-visitante/WkpPbW01S2k=
2024-09-05;AL;Pão De Açúcar;Municipio De Pao De Acucar;Pregão - Eletrônico;1;4317,24;nao;12369880000157-1-000055/2024;https://pncp.gov.br/app/editais/12369880000157/2024/55;
2024-09-05;MT;Pedra Preta;Municipio De Pedra Preta;Dispensa;1;49838,98;nao;03773942000109-1-000022/2024;https://pncp.gov.br/app/editais/03773942000109/2024/22;https://portal.licitanet.com.br/acesso-visitante/WkpPbW01Q2c=
2024-09-05;MA;São Benedito Do Rio Preto;Municipio De Sao Benedito Do Rio Preto;Dispensa;1;21556,44;nao;06398150000181-1-000020/2024;https://pncp.gov.br/app/editais/06398150000181/2024/20;http://www.comprassbrp.com.br
2024-09-03;SP;Américo Brasiliense;Camara Municipal De Americo Brasiliense;Dispensa;1;5398,50;nao;50513589000108-1-000054/2024;https://pncp.gov.br/app/editais/50513589000108/2024/54;
2024-09-02;PI;Coivaras;Municipio De Coivaras;Pregão - Eletrônico;1;7365,67;nao;41522335000157-1-000022/2024;https://pncp.gov.br/app/editais/41522335000157/2024/22;https://portaldecompraspublicas.com.br/processos/PI/Prefeitura-Municipal-de-Coivaras-2583/RPE-012-2024-2024-331637
2024-09-02;PA;Itupiranga;Municipio De Itupiranga;Pregão - Eletrônico;1;10631,44;nao;05077102000129-1-000048/2024;https://pncp.gov.br/app/editais/05077102000129/2024/48;https://portaldecompraspublicas.com.br/processos/PA/Prefeitura-Municipal-de-Itupiranga-1415/RPE-9-2024-017-PMI-2024-2024-332700
2024-09-02;GO;Teresina De Goiás;Fundo Municipal De Assistencia Social Do Municipio De Teresina De Goia;Dispensa;1;351,31;nao;07809606000111-1-000025/2024;https://pncp.gov.br/app/editais/07809606000111/2024/25;
2024-09-02;MG;Belo Horizonte;Consorcio Intermunicipal Alianca Para A Saude Cias;Dispensa;2;63370,01;nao;97550393000149-1-000021/2024;https://pncp.gov.br/app/editais/97550393000149/2024/21;
2024-08-30;PR;Campo Mourão;Universidade Estadual Do Parana;Dispensa;1;279,50;nao;05012896000142-1-000489/2024;https://pncp.gov.br/app/editais/05012896000142/2024/489;http://www.transparencia.pr.gov.br/
2024-08-29;RS;São Miguel Das Missões;Municipio De Sao Miguel Das Missoes;Dispensa;1;7854,00;nao;89971758000180-1-000806/2024;https://pncp.gov.br/app/editais/89971758000180/2024/806;
2024-08-28;MG;Itamarandiba;Fundacao Hospitalar Dr. Afonso Pavie-Fhap;Dispensa;1;1960,00;nao;49868348000194-1-000033/2024;https://pncp.gov.br/app/editais/49868348000194/2024/33;https://fhap.mg.gov.br/transparencia/licitacoes/162-dispensa-n-08-2024
2024-08-28;ES;Alegre;Instituto De Previdencia E Assistencia Do Municipio De Alegre;Dispensa;1;7833,33;nao;05269863000182-1-000010/2024;https://pncp.gov.br/app/editais/05269863000182/2024/10;
2024-08-27;RN;São Miguel Do Gostoso;Municipio De Sao Miguel Do Gostoso;Pregão - Eletrônico;1;1107,75;nao;01612396000190-1-000032/2024;https://pncp.gov.br/app/editais/01612396000190/2024/32;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Sao-Miguel-do-Gostoso-1356/RPE-25-2024-2024-331135
2024-08-27;SC;Irani;Municipio De Irani;Pregão - Eletrônico;1;47650,00;sim;82939455000131-1-000181/2024;https://pncp.gov.br/app/editais/82939455000131/2024/181;
2024-08-26;GO;Caldas Novas;Municipio De Caldas Novas;Pregão - Eletrônico;1;761,64;nao;01787506000155-1-000170/2024;https://pncp.gov.br/app/editais/01787506000155/2024/170;https://www.slicx.com.br
2024-08-23;SP;Araçatuba;Municipio De Aracatuba;Pregão - Eletrônico;2;5847,60;nao;45511847000179-1-000606/2024;https://pncp.gov.br/app/editais/45511847000179/2024/606;https://bllcompras.com/Process/ProcessView?param1=[gkz]r2GMzIAjb3vhvJUcU1OXp25aqRf800dLfpXz2SNzrD4qt4OzQqx4mkTSX94DqkjLjQAXZtCn6LxcTJq6sV5YNej7sfTz8TQGm0aot4mEokI=
2024-08-23;PB;Malta;Municipio De Malta;Pregão - Eletrônico;1;;nao;09151861000145-1-000015/2024;https://pncp.gov.br/app/editais/09151861000145/2024/15;https://portaldecompraspublicas.com.br/processos/PB/Prefeitura-Municipal-de-Malta-1833/RPE-17-2024-2024-330491
2024-08-23;PE;Recife;Empresa De Turismo De Pernambuco Governador Eduardo Campos - Empetur;Pregão - Eletrônico;1;77800,00;nao;10931533000140-1-000012/2024;https://pncp.gov.br/app/editais/10931533000140/2024/12;https://www.peintegrado.pe.gov.br/
2024-08-22;MG;São Joaquim De Bicas;Municipio De Sao Joaquim De Bicas;Pregão - Eletrônico;2;;nao;01612516000150-1-000241/2024;https://pncp.gov.br/app/editais/01612516000150/2024/241;
2024-08-22;MG;Igaratinga;Municipio De Igaratinga;Dispensa;2;11855,71;nao;18313825000121-1-000075/2024;https://pncp.gov.br/app/editais/18313825000121/2024/75;
2024-08-22;MG;Varginha;Fundacao Hospitalar Do Municipio De Varginha Fhomuv;Pregão - Eletrônico;1;237,88;nao;19110162000100-1-000096/2024;https://pncp.gov.br/app/editais/19110162000100/2024/96;https://portaldecompraspublicas.com.br/processos/MG/Fundacao-Hospitalar-do-Municipio-de-Varginha-3328/PE-40-2024-2024-329843
2024-08-22;GO;Goiânia;Estado De Goias;Pregão - Eletrônico;1;976,74;nao;01409580000138-1-001581/2024;https://pncp.gov.br/app/editais/01409580000138/2024/1581;
2024-08-22;MS;Deodápolis;Municipio De Deodapolis;Pregão - Eletrônico;1;8273,10;nao;03903176000141-1-000105/2024;https://pncp.gov.br/app/editais/03903176000141/2024/105;https://portal.licitanet.com.br/acesso-visitante/WkpPa25aQ2w=
2024-08-21;MG;Guarda-Mor;Municipio De Guarda-Mor;Pregão - Eletrônico;1;2786,65;nao;18277947000100-1-000151/2024;https://pncp.gov.br/app/editais/18277947000100/2024/151;https://bnccompras.com/Process/ProcessView?param1=[gkz]Vtl6XfzRPqwur0/3DedBSPfW1D2iWZBL/w6YnrTnRuDPlA_aazzU3hxdejK3U/QzKL6o/wuOETLu84XNvhTNiRo8k43wGVBwI7B3FsjcltQ=
2024-08-21;MG;Catas Altas Da Noruega;Municipio De Catas Altas Da Noruega;Pregão - Eletrônico;1;3880,59;nao;19718378000153-1-000056/2024;https://pncp.gov.br/app/editais/19718378000153/2024/56;https://catasaltasdanoruega.licitapp.com.br/
2024-08-21;RN;Nísia Floresta;Municipio De Nisia Floresta;Pregão - Eletrônico;2;314720,00;nao;08167306000149-1-000101/2024;https://pncp.gov.br/app/editais/08167306000149/2024/101;
2024-08-21;CE;Iguatu;Municipio De Iguatu;Dispensa;1;41614,00;nao;07810468000190-1-000059/2024;https://pncp.gov.br/app/editais/07810468000190/2024/59;http://compras.m2atecnologia.com.br/processos/publicacao/617c416dddb04d1b8c04d4faa9013e22/aquisicao-de-servidor-para-gerenciamento-de-rede-e
2024-08-21;RS;Alecrim;Municipio De Alecrim;Dispensa;1;1136,37;sim;87612784000197-1-000254/2024;https://pncp.gov.br/app/editais/87612784000197/2024/254;
2024-08-21;SC;Chapecó;Consorcio Intermunicipal De Saude Do Oeste De Sc;Dispensa;1;4,80;nao;01336261000140-1-000274/2024;https://pncp.gov.br/app/editais/01336261000140/2024/274;
2024-08-21;CE;Sobral;Municipio De Sobral;Pregão - Eletrônico;1;;nao;07598634000137-1-000104/2024;https://pncp.gov.br/app/editais/07598634000137/2024/104;https://portal.licitanet.com.br/acesso-visitante/WkpPa2w1U3A=
2024-08-19;GO;Itaberaí;Municipio De Itaberai;Dispensa;1;588,14;nao;02451938000153-1-000126/2024;https://pncp.gov.br/app/editais/02451938000153/2024/126;
2024-08-16;MT;Campo Novo Do Parecis;Municipio De Campo Novo Do Parecis;Pregão - Eletrônico;1;5923,23;nao;24772287000136-1-000156/2024;https://pncp.gov.br/app/editais/24772287000136/2024/156;https://bllcompras.com/Process/ProcessView?param1=[gkz]5oQJ//nwFQ6nJyFHA9Tc0qSXP933QioupRP4UKAYHzGYfgquAcXmDn0/r5ZVPnovZ7Ublw6LIZZMal/FU/DPdgPChQRjtU4aFYBqjLw5rbw=
2024-08-16;PE;Recife;Fundacao Universidade De Pernambuco;Dispensa;1;320,70;nao;11022597000191-1-000025/2023;https://pncp.gov.br/app/editais/11022597000191/2023/25;https://www.peintegrado.pe.gov.br/
2024-08-15;RS;Porto Alegre;Comando Da Marinha;Dispensa;1;24900,00;nao;00394502000144-1-010159/2024;https://pncp.gov.br/app/editais/00394502000144/2024/10159;
2024-08-14;RS;Nova Bréscia;Municipio De Nova Brescia;Dispensa;1;57900,00;nao;88600655000141-1-000436/2024;https://pncp.gov.br/app/editais/88600655000141/2024/436;
2024-08-14;RS;Ernestina;Municipio De Ernestina;Dispensa;1;21474,75;nao;92406180000124-1-000073/2024;https://pncp.gov.br/app/editais/92406180000124/2024/73;
2024-08-09;MG;Divisa Alegre;Municipio De Divisa Alegre;Pregão - Presencial;1;2130,20;nao;01613073000111-1-000114/2024;https://pncp.gov.br/app/editais/01613073000111/2024/114;https://www.divisaalegre.mg.gov.br/licitacaoAno.php?ano=2024
2024-08-09;GO;São Luís De Montes Belos;Municipio De Sao Luis De Montes Belos;Dispensa;1;613,33;nao;02320406000187-1-000115/2024;https://pncp.gov.br/app/editais/02320406000187/2024/115;https://bnccompras.com/Process/ProcessView?param1=[gkz]2b1F9THI2MhIXe6DwfbwdGyw0SZBk18GUvdox78NnJ3yRAv9qrZU/YltPYRPb5oxr2nUYfFAIWJENuPjVcqQgrrdYDMXlvC6Kzbr42HYfl8=
2024-08-07;SC;Capinzal;Servico Intermunicipal De Agua E Esgoto;Dispensa;1;16500,00;nao;82782079000114-1-000069/2024;https://pncp.gov.br/app/editais/82782079000114/2024/69;
2024-08-06;SE;Barra Dos Coqueiros;Barra Dos Coqueiros Camara Municipal De Vereadores;Dispensa;1;11152,21;nao;32720971000100-1-000015/2024;https://pncp.gov.br/app/editais/32720971000100/2024/15;https://portal.licitanet.com.br/acesso-visitante/WkpPaW1wYWw=
2024-08-05;MG;Pedro Leopoldo;Ministerio Da Agricultura, Pecuaria E Abastecimento;Dispensa;1;1024,19;nao;00396895000125-1-000452/2024;https://pncp.gov.br/app/editais/00396895000125/2024/452;
2024-08-02;TO;Gurupi;Secretaria Municipal De Ciencia, Tecnologia E Inovacao;Dispensa;1;6374,15;nao;23357740000185-1-000007/2024;https://pncp.gov.br/app/editais/23357740000185/2024/7;
2024-07-30;RS;Colorado;Municipio De Colorado;Dispensa;1;8990,00;sim;87613527000170-1-000059/2024;https://pncp.gov.br/app/editais/87613527000170/2024/59;
2024-07-29;BA;Itagibá;Itagiba Camara Municipal;Dispensa;2;;nao;63180541000169-1-000003/2024;https://pncp.gov.br/app/editais/63180541000169/2024/3;
2024-07-25;PI;Ilha Grande;Municipio De Ilha Grande;Pregão - Eletrônico;2;;nao;01612581000185-1-000034/2024;https://pncp.gov.br/app/editais/01612581000185/2024/34;http://www.comprasilhagrandepi.com.br
2024-07-25;MG;União De Minas;Municipio De Uniao De Minas;Pregão - Eletrônico;1;15089,00;nao;01051819000140-1-000073/2024;https://pncp.gov.br/app/editais/01051819000140/2024/73;https://portal.licitanet.com.br/acesso-visitante/WkpPaGw1R2w=
2024-07-24;PB;Manaíra;Municipio De Manaira;Pregão - Eletrônico;2;;nao;09148131000195-1-000034/2024;https://pncp.gov.br/app/editais/09148131000195/2024/34;https://portaldecompraspublicas.com.br/processos/PB/Prefeitura-Municipal-de-Manaira-1548/RPE-00028-2024-2024-322307
2024-07-23;RJ;Rio De Janeiro;Ministerio Da Ciencia, Tecnologia E Inovacoes;Dispensa;1;243840,00;nao;01263896000164-1-000619/2024;https://pncp.gov.br/app/editais/01263896000164/2024/619;
2024-07-23;MG;Belo Horizonte;Consorcio Intermunicipal Alianca Para A Saude Cias;Dispensa;2;60828,43;nao;97550393000149-1-000014/2024;https://pncp.gov.br/app/editais/97550393000149/2024/14;http://www.licitacias.com.br
2024-07-23;BA;Salvador;Conselho Regional Dos Tecnicos Industriais Da Bahia - Crt-Ba;Dispensa;1;36240,00;nao;32784905000196-1-000014/2024;https://pncp.gov.br/app/editais/32784905000196/2024/14;
2024-07-23;MG;Fortuna De Minas;Municipio De Fortuna De Minas;Pregão - Eletrônico;1;13917,72;nao;18116145000118-1-000060/2024;https://pncp.gov.br/app/editais/18116145000118/2024/60;
2024-07-23;MG;Fortuna De Minas;Municipio De Fortuna De Minas;Pregão - Eletrônico;1;13917,68;nao;18116145000118-1-000061/2024;https://pncp.gov.br/app/editais/18116145000118/2024/61;
2024-07-23;ES;Santa Teresa;Fundo Municipal De Saude De Santa Teresa;Pregão - Eletrônico;1;11323,28;nao;14491945000168-1-000019/2024;https://pncp.gov.br/app/editais/14491945000168/2024/19;
